category,kegg_drug,pubchem_cid,kegg_target,chosen_uniprot,chosen_affinity,rank_1_based,total_ranked_uniprots,rank_percentile,higher_ranked_targets,higher_ranked_yamanishi_known_positives,higher_ranked_apparent_false_positives,higher_ranked_apparent_fp_fraction
ion_channel,D00294,3019,hsa:27345,Q86W47,-5.433,5307,7335,0.7235173824130879,5306,17,5289,0.9967960799095363
ion_channel,D00294,3019,hsa:2890,P42261,-4.0092,7073,7335,0.9642808452624404,7072,25,7047,0.9964649321266968
ion_channel,D00294,3019,hsa:2891,P42262,-5.6783,4511,7335,0.6149965916837082,4510,14,4496,0.9968957871396896
ion_channel,D00294,3019,hsa:3738,P22001,-6.6163,1619,7335,0.2207225630538514,1618,4,1614,0.9975278121137207
ion_channel,D00294,3019,hsa:3745,Q14721,-5.5821,4831,7335,0.6586230402181322,4830,16,4814,0.9966873706004141
ion_channel,D00294,3019,hsa:3746,P48547,-5.727,4345,7335,0.5923653715064758,4344,13,4331,0.9970073664825047
ion_channel,D00294,3019,hsa:3749,Q03721,-4.5717,6780,7335,0.9243353783231084,6779,24,6755,0.9964596548163446
ion_channel,D00294,3019,hsa:3751,Q9NZV8,-6.1864,2841,7335,0.38732106339468303,2840,9,2831,0.9968309859154929
ion_channel,D00294,3019,hsa:3752,Q9UK17,-6.4993,1915,7335,0.2610770279481936,1914,5,1909,0.9973876698014629
ion_channel,D00294,3019,hsa:3753,P15382,-5.6625,4557,7335,0.6212678936605317,4556,15,4541,0.9967076382791923
ion_channel,D00294,3019,hsa:3756,O95259,-5.3788,5470,7335,0.7457396046353102,5469,18,5451,0.9967087218869994
ion_channel,D00294,3019,hsa:3757,Q12809,-6.692,1430,7335,0.19495569188820722,1429,3,1426,0.9979006298110566
ion_channel,D00294,3019,hsa:3759,P63252,-2.7857,7297,7335,0.9948193592365372,7296,29,7267,0.9960252192982456
ion_channel,D00294,3019,hsa:3761,P48050,-3.5608,7198,7335,0.9813224267211997,7197,26,7171,0.9963873836320689
ion_channel,D00294,3019,hsa:3765,Q92806,-2.8945,7294,7335,0.9944103612815269,7293,28,7265,0.996160702043055
ion_channel,D00294,3019,hsa:3775,O00180,-6.1785,2864,7335,0.39045671438309476,2863,10,2853,0.9965071603213412
ion_channel,D00294,3019,hsa:3778,Q12791,-7.1683,539,7335,0.07348329925017041,538,0,538,1.0
ion_channel,D00294,3019,hsa:3781,Q9H2S1,-4.8114,6587,7335,0.8980231765507839,6586,21,6565,0.9968114181597327
ion_channel,D00294,3019,hsa:3783,O15554,-5.7579,4230,7335,0.5766871165644172,4229,12,4217,0.9971624497517143
ion_channel,D00294,3019,hsa:3784,P51787,-5.9319,3640,7335,0.49625085207907293,3639,11,3628,0.9969771915361363
ion_channel,D00294,3019,hsa:3785,O43526,-6.9336,922,7335,0.12569870483980913,921,1,920,0.998914223669924
ion_channel,D00294,3019,hsa:3786,O43525,-5.0144,6332,7335,0.8632583503749148,6331,20,6311,0.996840941399463
ion_channel,D00294,3019,hsa:50801,Q9NYG8,-6.3972,2203,7335,0.3003408316291752,2202,7,2195,0.9968210717529519
ion_channel,D00294,3019,hsa:51305,Q9NPC2,-3.4271,7233,7335,0.9860940695296524,7232,27,7205,0.996266592920354
ion_channel,D00294,3019,hsa:54207,P57789,-6.3549,2331,7335,0.3177914110429448,2330,8,2322,0.9965665236051502
ion_channel,D00294,3019,hsa:56479,Q9NR82,-5.2989,5704,7335,0.7776414451261077,5703,19,5684,0.9966684201297563
ion_channel,D00294,3019,hsa:8514,Q13303,-6.8492,1096,7335,0.1494205862304022,1095,2,1093,0.9981735159817352
ion_channel,D00294,3019,hsa:9132,P56696,-6.4147,2139,7335,0.2916155419222904,2138,6,2132,0.9971936389148737
ion_channel,D00294,3019,hsa:9992,Q9Y6J6,-4.6423,6732,7335,0.9177914110429448,6731,23,6708,0.9965829742980241
ion_channel,D00303,3114,hsa:55800,Q9NY72,-5.9794,3981,7377,0.5396502643350956,3980,4,3976,0.9989949748743718
ion_channel,D00303,3114,hsa:6324,Q07699,-5.653,5005,7377,0.6784600786227464,5004,5,4999,0.9990007993605116
ion_channel,D00303,3114,hsa:6330,Q8IWT1,-6.3145,2903,7377,0.3935204012471194,2902,3,2899,0.9989662301860786
ion_channel,D00303,3114,hsa:6337,P37088,-7.65,383,7377,0.05191812389860377,382,0,382,1.0
ion_channel,D00303,3114,hsa:6338,P51168,-6.8031,1633,7377,0.22136369798020875,1632,2,1630,0.9987745098039216
ion_channel,D00303,3114,hsa:6340,P51170,-7.5866,428,7377,0.05801816456554155,427,1,426,0.9976580796252927
ion_channel,D00319,3333,hsa:773,O00555,-4.0949,7090,7455,0.9510395707578806,7089,2,7087,0.9997178727606151
ion_channel,D00319,3333,hsa:776,Q01668,-7.3382,280,7455,0.03755868544600939,279,0,279,1.0
ion_channel,D00319,3333,hsa:779,Q13698,-4.1888,7040,7455,0.9443326626425218,7039,1,7038,0.9998579343656769
ion_channel,D00326,3386,hsa:3781,Q9H2S1,-5.8047,5940,7463,0.7959265710840144,5939,0,5939,1.0
ion_channel,D00329,3393,hsa:2554,P14867,-6.5484,3234,7304,0.4427710843373494,3233,5,3228,0.9984534488091555
ion_channel,D00329,3393,hsa:2557,P48169,-6.5978,3087,7304,0.422645125958379,3086,4,3082,0.998703823720026
ion_channel,D00329,3393,hsa:2558,P31644,-6.7321,2695,7304,0.3689759036144578,2694,3,2691,0.9988864142538976
ion_channel,D00329,3393,hsa:2561,P47870,-6.8203,2448,7304,0.33515881708652795,2447,1,2446,0.9995913363302003
ion_channel,D00329,3393,hsa:2562,P28472,-6.7321,2694,7304,0.36883899233296824,2693,2,2691,0.9992573338284441
ion_channel,D00329,3393,hsa:2563,O14764,-6.4845,3419,7304,0.4680996714129244,3418,6,3412,0.9982445874780573
ion_channel,D00329,3393,hsa:2566,P18507,-6.8892,2263,7304,0.3098302300109529,2262,0,2262,1.0
ion_channel,D00331,3440,hsa:2554,P14867,-6.1606,4027,7310,0.5508891928864569,4026,2,4024,0.9995032290114257
ion_channel,D00331,3440,hsa:2557,P48169,-6.5964,2659,7310,0.36374829001367986,2658,0,2658,1.0
ion_channel,D00331,3440,hsa:2558,P31644,-6.3061,3558,7310,0.48673050615595076,3557,1,3556,0.9997188642114141
ion_channel,D00332,3446,hsa:5310,P98161,-5.6866,1392,7470,0.18634538152610441,1391,7,1384,0.9949676491732566
ion_channel,D00332,3446,hsa:55503,Q9H1D0,-5.6365,1575,7470,0.21084337349397592,1574,9,1565,0.9942820838627701
ion_channel,D00332,3446,hsa:55800,Q9NY72,-5.1568,3417,7470,0.457429718875502,3416,15,3401,0.9956088992974239
ion_channel,D00332,3446,hsa:6261,P21817,-5.7203,1316,7470,0.17617135207496654,1315,6,1309,0.9954372623574145
ion_channel,D00332,3446,hsa:6262,Q92736,-5.4223,2350,7470,0.31459170013386883,2349,13,2336,0.9944657300979141
ion_channel,D00332,3446,hsa:6263,Q15413,-4.7352,5096,7470,0.6821954484605087,5095,20,5075,0.9960745829244357
ion_channel,D00332,3446,hsa:6324,Q07699,-5.0909,3692,7470,0.49424364123159303,3691,16,3675,0.9956651314007045
ion_channel,D00332,3446,hsa:6330,Q8IWT1,-4.5967,5561,7470,0.7444444444444445,5560,21,5539,0.9962230215827338
ion_channel,D00332,3446,hsa:6332,Q01118,-5.8537,968,7470,0.12958500669344042,967,5,962,0.9948293691830403
ion_channel,D00332,3446,hsa:6337,P37088,-5.677,1422,7470,0.19036144578313252,1421,8,1413,0.9943701618578465
ion_channel,D00332,3446,hsa:6338,P51168,-5.4338,2309,7470,0.30910307898259703,2308,12,2296,0.9948006932409013
ion_channel,D00332,3446,hsa:6340,P51170,-6.1029,452,7470,0.060508701472556894,451,1,450,0.9977827050997783
ion_channel,D00332,3446,hsa:773,O00555,-3.44,7195,7470,0.963186077643909,7194,23,7171,0.9968028912983041
ion_channel,D00332,3446,hsa:774,Q00975,-5.5842,1749,7470,0.23413654618473895,1748,10,1738,0.994279176201373
ion_channel,D00332,3446,hsa:776,Q01668,-5.8682,933,7470,0.1248995983935743,932,4,928,0.9957081545064378
ion_channel,D00332,3446,hsa:777,Q15878,-5.9316,784,7470,0.10495314591700133,783,3,780,0.9961685823754789
ion_channel,D00332,3446,hsa:779,Q13698,-3.7934,6980,7470,0.9344042838018741,6979,22,6957,0.9968476859148875
ion_channel,D00332,3446,hsa:781,P54289,-7.2111,2,7470,0.0002677376171352075,1,0,1,1.0
ion_channel,D00332,3446,hsa:782,Q02641,-4.9895,4119,7470,0.5514056224899598,4118,17,4101,0.9958717824186498
ion_channel,D00332,3446,hsa:784,P54284,-5.411,2391,7470,0.3200803212851406,2390,14,2376,0.994142259414226
ion_channel,D00332,3446,hsa:785,O00305,-4.9713,4187,7470,0.5605087014725569,4186,19,4167,0.995461060678452
ion_channel,D00332,3446,hsa:8911,Q9P0X4,-5.5361,1921,7470,0.2571619812583668,1920,11,1909,0.9942708333333333
ion_channel,D00332,3446,hsa:8913,O43497,-6.0997,458,7470,0.06131191432396252,457,2,455,0.9956236323851203
ion_channel,D00332,3446,hsa:8989,O75762,-4.9796,4152,7470,0.5558232931726907,4151,18,4133,0.9956636954950614
ion_channel,D00335,3478,hsa:3767,Q14654,-7.4375,5022,7372,0.6812262615301139,5021,0,5021,1.0
ion_channel,D00336,3488,hsa:1080,P13569,-9.8117,537,7361,0.07295204455916315,536,0,536,1.0
ion_channel,D00338,31640,hsa:2554,P14867,-7.4936,2131,7310,0.29151846785225716,2130,0,2130,1.0
ion_channel,D00340,3639,hsa:3778,Q12791,-7.1265,856,7400,0.11567567567567567,855,0,855,1.0
ion_channel,D00345,3702,hsa:3753,P15382,-6.8489,4764,7303,0.6523346569902779,4763,1,4762,0.9997900482888935
ion_channel,D00345,3702,hsa:3784,P51787,-6.873,4699,7303,0.6434342051211831,4698,0,4698,1.0
ion_channel,D00349,3784,hsa:776,Q01668,-7.6979,642,7451,0.08616293115018119,641,1,640,0.9984399375975039
ion_channel,D00349,3784,hsa:779,Q13698,-4.7008,7011,7451,0.9409475238223057,7010,3,7007,0.9995720399429386
ion_channel,D00349,3784,hsa:781,P54289,-7.9346,403,7451,0.0540866997718427,402,0,402,1.0
ion_channel,D00349,3784,hsa:8913,O43497,-7.2489,1345,7451,0.18051268286136088,1344,2,1342,0.9985119047619048
ion_channel,D00351,47576,hsa:3757,Q12809,-8.5502,1974,7359,0.2682429677945373,1973,0,1973,1.0
ion_channel,D00351,47576,hsa:3783,O15554,-8.4546,2173,7359,0.29528468541921454,2172,1,2171,0.9995395948434622
ion_channel,D00379,5503,hsa:3767,Q14654,-6.7255,4396,7397,0.5942949844531566,4395,0,4395,1.0
ion_channel,D00392,5576,hsa:8913,O43497,-4.9392,2687,7496,0.3584578441835646,2686,0,2686,1.0
ion_channel,D00394,5584,hsa:6532,P31645,-8.2123,398,7569,0.05258290395032369,397,0,397,1.0
ion_channel,D00437,4485,hsa:5310,P98161,-7.0026,557,7455,0.07471495640509725,556,1,555,0.9982014388489209
ion_channel,D00437,4485,hsa:55503,Q9H1D0,-6.5992,1193,7455,0.16002682763246143,1192,7,1185,0.9941275167785235
ion_channel,D00437,4485,hsa:6261,P21817,-6.6724,1042,7455,0.1397719651240778,1041,6,1035,0.9942363112391931
ion_channel,D00437,4485,hsa:6262,Q92736,-7.0368,515,7455,0.06908115358819585,514,0,514,1.0
ion_channel,D00437,4485,hsa:6263,Q15413,-6.3457,1785,7455,0.23943661971830985,1784,9,1775,0.9949551569506726
ion_channel,D00437,4485,hsa:773,O00555,-3.6884,7217,7455,0.968075117370892,7216,14,7202,0.998059866962306
ion_channel,D00437,4485,hsa:776,Q01668,-6.9448,624,7455,0.08370221327967807,623,3,620,0.9951845906902087
ion_channel,D00437,4485,hsa:777,Q15878,-7.0018,558,7455,0.07484909456740442,557,2,555,0.9964093357271095
ion_channel,D00437,4485,hsa:779,Q13698,-3.9047,7152,7455,0.9593561368209256,7151,13,7138,0.9981820724374213
ion_channel,D00437,4485,hsa:781,P54289,-6.7847,857,7455,0.11495640509725016,856,4,852,0.9953271028037384
ion_channel,D00437,4485,hsa:782,Q02641,-4.8379,6495,7455,0.8712273641851107,6494,12,6482,0.9981521404373268
ion_channel,D00437,4485,hsa:784,P54284,-5.7023,3921,7455,0.5259557344064386,3920,10,3910,0.9974489795918368
ion_channel,D00437,4485,hsa:785,O00305,-5.6927,3959,7455,0.5310529845741113,3958,11,3947,0.9972208185952501
ion_channel,D00437,4485,hsa:8913,O43497,-6.7639,882,7455,0.11830985915492957,881,5,876,0.9943246311010215
ion_channel,D00437,4485,hsa:8989,O75762,-6.3912,1672,7455,0.22427900737759893,1671,8,1663,0.995212447636146
ion_channel,D00438,4497,hsa:776,Q01668,-7.1787,789,7446,0.10596293311845285,788,0,788,1.0
ion_channel,D00464,4616,hsa:2554,P14867,-7.3748,2703,7320,0.36926229508196723,2702,0,2702,1.0
ion_channel,D00474,4909,hsa:2554,P14867,-5.9183,4182,7530,0.5553784860557769,4181,0,4181,1.0
ion_channel,D00495,8280,hsa:8911,Q9P0X4,-5.4843,1405,7534,0.18648792142288292,1404,0,1404,1.0
ion_channel,D00499,4737,hsa:1135,Q15822,-5.4896,3962,7531,0.5260921524365954,3961,6,3955,0.9984852310022722
ion_channel,D00499,4737,hsa:1136,P32297,-4.8889,6040,7531,0.8020183242597264,6039,11,6028,0.9981785063752276
ion_channel,D00499,4737,hsa:1137,P43681,-5.5747,3606,7531,0.47882087372194926,3605,0,3605,1.0
ion_channel,D00499,4737,hsa:1141,P17787,-5.5722,3619,7531,0.4805470721019785,3618,1,3617,0.9997236042012161
ion_channel,D00499,4737,hsa:2554,P14867,-5.3365,4558,7531,0.6052317089363962,4557,7,4550,0.9984639016897081
ion_channel,D00499,4737,hsa:2557,P48169,-5.5696,3632,7531,0.4822732704820077,3631,2,3629,0.9994491875516387
ion_channel,D00499,4737,hsa:2558,P31644,-5.2357,4940,7531,0.6559553844111008,4939,10,4929,0.9979752986434501
ion_channel,D00499,4737,hsa:2561,P47870,-5.3171,4624,7531,0.6139954853273137,4623,8,4615,0.9982695219554402
ion_channel,D00499,4737,hsa:2562,P28472,-5.5437,3743,7531,0.49701234895764174,3742,4,3738,0.9989310529128808
ion_channel,D00499,4737,hsa:2563,O14764,-5.2366,4934,7531,0.6551586774664719,4933,9,4924,0.9981755524021894
ion_channel,D00499,4737,hsa:2566,P18507,-5.5007,3900,7531,0.5178595140087637,3899,5,3894,0.9987176199025392
ion_channel,D00499,4737,hsa:55584,Q9UGM1,-5.5642,3656,7531,0.48546009826052317,3655,3,3652,0.9991792065663475
ion_channel,D00512,1775,hsa:5310,P98161,-7.9349,1466,7525,0.19481727574750832,1465,13,1452,0.9911262798634812
ion_channel,D00512,1775,hsa:55503,Q9H1D0,-8.8803,304,7525,0.04039867109634551,303,3,300,0.9900990099009901
ion_channel,D00512,1775,hsa:55800,Q9NY72,-6.576,5180,7525,0.6883720930232559,5179,23,5156,0.9955589882216644
ion_channel,D00512,1775,hsa:6261,P21817,-7.4656,2590,7525,0.34418604651162793,2589,19,2570,0.9926612591734261
ion_channel,D00512,1775,hsa:6262,Q92736,-7.7324,1916,7525,0.25461794019933554,1915,17,1898,0.9911227154046998
ion_channel,D00512,1775,hsa:6263,Q15413,-7.9,1533,7525,0.20372093023255813,1532,15,1517,0.9902088772845953
ion_channel,D00512,1775,hsa:6324,Q07699,-7.0491,3776,7525,0.5017940199335548,3775,20,3755,0.9947019867549669
ion_channel,D00512,1775,hsa:6328,Q9NY46,-8.1786,1039,7525,0.1380730897009967,1038,10,1028,0.9903660886319846
ion_channel,D00512,1775,hsa:6329,P35499,-8.3462,830,7525,0.11029900332225914,829,8,821,0.9903498190591074
ion_channel,D00512,1775,hsa:6330,Q8IWT1,-6.5252,5298,7525,0.7040531561461794,5297,24,5273,0.9954691334717765
ion_channel,D00512,1775,hsa:6331,Q14524,-7.9458,1444,7525,0.1918936877076412,1443,12,1431,0.9916839916839917
ion_channel,D00512,1775,hsa:6332,Q01118,-8.9013,288,7525,0.038272425249169434,287,2,285,0.9930313588850174
ion_channel,D00512,1775,hsa:6336,Q9Y5Y9,-8.5131,614,7525,0.08159468438538206,613,7,606,0.9885807504078303
ion_channel,D00512,1775,hsa:6337,P37088,-8.263,935,7525,0.12425249169435217,934,9,925,0.9903640256959315
ion_channel,D00512,1775,hsa:6338,P51168,-6.9039,4201,7525,0.5582724252491694,4200,21,4179,0.995
ion_channel,D00512,1775,hsa:6340,P51170,-8.5977,532,7525,0.07069767441860465,531,6,525,0.9887005649717514
ion_channel,D00512,1775,hsa:773,O00555,-5.67,6865,7525,0.9122923588039867,6864,26,6838,0.9962121212121212
ion_channel,D00512,1775,hsa:774,Q00975,-8.8252,339,7525,0.045049833887043186,338,5,333,0.985207100591716
ion_channel,D00512,1775,hsa:776,Q01668,-8.0909,1184,7525,0.1573421926910299,1183,11,1172,0.9907016060862215
ion_channel,D00512,1775,hsa:777,Q15878,-10.1078,11,7525,0.0014617940199335548,10,0,10,1.0
ion_channel,D00512,1775,hsa:779,Q13698,-5.587,6927,7525,0.920531561461794,6926,27,6899,0.9961016459717008
ion_channel,D00512,1775,hsa:781,P54289,-9.0041,251,7525,0.03335548172757475,250,1,249,0.996
ion_channel,D00512,1775,hsa:782,Q02641,-6.1754,6130,7525,0.8146179401993355,6129,25,6104,0.9959210311633219
ion_channel,D00512,1775,hsa:784,P54284,-7.8017,1752,7525,0.23282392026578072,1751,16,1735,0.9908623643632211
ion_channel,D00512,1775,hsa:785,O00305,-6.765,4649,7525,0.6178073089700997,4648,22,4626,0.9952667814113597
ion_channel,D00512,1775,hsa:8911,Q9P0X4,-8.856,319,7525,0.04239202657807309,318,4,314,0.9874213836477987
ion_channel,D00512,1775,hsa:8913,O43497,-7.6037,2258,7525,0.30006644518272424,2257,18,2239,0.9920248116969429
ion_channel,D00512,1775,hsa:8989,O75762,-7.9074,1519,7525,0.20186046511627906,1518,14,1504,0.9907773386034255
ion_channel,D00519,2720,hsa:3778,Q12791,-7.0835,970,7322,0.13247746517344988,969,0,969,1.0
ion_channel,D00521,5405,hsa:3757,Q12809,-9.1075,1022,7506,0.13615774047428725,1021,0,1021,1.0
ion_channel,D00524,5831,hsa:1135,Q15822,-1.1218,2873,7614,0.377331231941161,2872,3,2869,0.9989554317548747
ion_channel,D00524,5831,hsa:1136,P32297,-1.2722,539,7614,0.0707906488048332,538,0,538,1.0
ion_channel,D00524,5831,hsa:1137,P43681,-1.2282,1014,7614,0.13317572892040977,1013,1,1012,0.9990128331688055
ion_channel,D00524,5831,hsa:1141,P17787,-1.1637,2072,7614,0.2721302863146835,2071,2,2069,0.9990342829550941
ion_channel,D00524,5831,hsa:55584,Q9UGM1,-0.967,5504,7614,0.7228789072760704,5503,4,5499,0.9992731237506814
ion_channel,D00528,2519,hsa:5024,P56373,-5.2355,3513,7535,0.46622428666224286,3512,2,3510,0.9994305239179955
ion_channel,D00528,2519,hsa:6261,P21817,-5.3057,3259,7535,0.4325149303251493,3258,1,3257,0.9996930632289748
ion_channel,D00528,2519,hsa:6262,Q92736,-5.8623,1569,7535,0.20822826808228267,1568,0,1568,1.0
ion_channel,D00528,2519,hsa:6263,Q15413,-5.1892,3698,7535,0.49077637690776377,3697,3,3694,0.9991885312415472
ion_channel,D00530,5719,hsa:2554,P14867,-7.0402,3683,7462,0.49356740820155454,3682,4,3678,0.9989136338946225
ion_channel,D00530,5719,hsa:2557,P48169,-7.5201,2536,7462,0.339855266684535,2535,2,2533,0.9992110453648915
ion_channel,D00530,5719,hsa:2558,P31644,-6.8325,4232,7462,0.5671401768962745,4231,6,4225,0.9985818955329709
ion_channel,D00530,5719,hsa:2561,P47870,-7.2356,3204,7462,0.42937550254623424,3203,3,3200,0.9990633780830471
ion_channel,D00530,5719,hsa:2562,P28472,-7.6357,2278,7462,0.3052800857678906,2277,1,2276,0.9995608256477821
ion_channel,D00530,5719,hsa:2563,O14764,-6.9326,3965,7462,0.5313588850174216,3964,5,3959,0.9987386478304743
ion_channel,D00530,5719,hsa:2566,P18507,-7.6918,2163,7462,0.2898686679174484,2162,0,2162,1.0
ion_channel,D00536,3331,hsa:2741,P23415,-5.5075,5321,7525,0.707109634551495,5320,2,5318,0.999624060150376
ion_channel,D00536,3331,hsa:2742,P23416,-6.6361,1877,7525,0.24943521594684384,1876,0,1876,1.0
ion_channel,D00536,3331,hsa:2743,P48167,-6.0526,3617,7525,0.48066445182724254,3616,1,3615,0.9997234513274337
ion_channel,D00537,5284627,hsa:2554,P14867,-6.1185,4152,7462,0.556419190565532,4151,1,4150,0.9997590941941701
ion_channel,D00537,5284627,hsa:2897,P39086,-6.2799,3631,7462,0.48659876708657196,3630,0,3630,1.0
ion_channel,D00538,5734,hsa:55800,Q9NY72,-5.4286,5030,7408,0.6789956803455723,5029,5,5024,0.9990057665539869
ion_channel,D00538,5734,hsa:6324,Q07699,-6.1271,2790,7408,0.37661987041036715,2789,2,2787,0.9992828970957333
ion_channel,D00538,5734,hsa:6330,Q8IWT1,-5.8152,3789,7408,0.5114740820734341,3788,4,3784,0.9989440337909187
ion_channel,D00538,5734,hsa:6337,P37088,-6.3816,2027,7408,0.2736231101511879,2026,1,2025,0.9995064165844028
ion_channel,D00538,5734,hsa:6338,P51168,-6.0659,2986,7408,0.4030777537796976,2985,3,2982,0.9989949748743718
ion_channel,D00538,5734,hsa:6340,P51170,-6.622,1416,7408,0.19114470842332612,1415,0,1415,1.0
ion_channel,D00539,3291,hsa:8911,Q9P0X4,-5.8063,770,7535,0.10218978102189781,769,0,769,1.0
ion_channel,D00539,3291,hsa:8913,O43497,-5.3244,2237,7535,0.2968812209688122,2236,1,2235,0.9995527728085868
ion_channel,D00542,3562,hsa:10369,Q9Y698,-4.6789,512,7536,0.06794055201698514,511,2,509,0.9960861056751468
ion_channel,D00542,3562,hsa:2554,P14867,-4.1592,2424,7536,0.321656050955414,2423,10,2413,0.9958728848534875
ion_channel,D00542,3562,hsa:2741,P23415,-3.8711,4045,7536,0.5367569002123143,4044,15,4029,0.9962908011869436
ion_channel,D00542,3562,hsa:2890,P42261,-2.6367,7206,7536,0.9562101910828026,7205,19,7186,0.9973629424011103
ion_channel,D00542,3562,hsa:3778,Q12791,-4.2429,1998,7536,0.26512738853503187,1997,7,1990,0.9964947421131698
ion_channel,D00542,3562,hsa:3783,O15554,-3.9784,3429,7536,0.455015923566879,3428,14,3414,0.9959159859976663
ion_channel,D00542,3562,hsa:5310,P98161,-4.3856,1346,7536,0.17860934182590232,1345,5,1340,0.9962825278810409
ion_channel,D00542,3562,hsa:55503,Q9H1D0,-4.4178,1233,7536,0.16361464968152867,1232,4,1228,0.9967532467532467
ion_channel,D00542,3562,hsa:773,O00555,-2.6927,7179,7536,0.9526273885350318,7178,18,7160,0.9974923376985233
ion_channel,D00542,3562,hsa:774,Q00975,-4.5472,819,7536,0.10867834394904459,818,3,815,0.9963325183374083
ion_channel,D00542,3562,hsa:776,Q01668,-4.2567,1929,7536,0.2559713375796178,1928,6,1922,0.9968879668049793
ion_channel,D00542,3562,hsa:777,Q15878,-4.7295,416,7536,0.055201698513800426,415,1,414,0.9975903614457832
ion_channel,D00542,3562,hsa:779,Q13698,-2.883,7022,7536,0.9317940552016986,7021,17,7004,0.9975786924939467
ion_channel,D00542,3562,hsa:781,P54289,-5.3084,15,7536,0.0019904458598726115,14,0,14,1.0
ion_channel,D00542,3562,hsa:782,Q02641,-4.1762,2333,7536,0.30958067940552014,2332,9,2323,0.9961406518010292
ion_channel,D00542,3562,hsa:784,P54284,-4.1535,2462,7536,0.32669851380042464,2461,12,2449,0.9951239333604226
ion_channel,D00542,3562,hsa:785,O00305,-3.6404,5188,7536,0.6884288747346072,5187,16,5171,0.996915365336418
ion_channel,D00542,3562,hsa:8911,Q9P0X4,-4.23,2055,7536,0.2726910828025478,2054,8,2046,0.9961051606621227
ion_channel,D00542,3562,hsa:8913,O43497,-4.1591,2425,7536,0.3217887473460722,2424,11,2413,0.9954620462046204
ion_channel,D00542,3562,hsa:8989,O75762,-4.0266,3147,7536,0.41759554140127386,3146,13,3133,0.9958677685950413
ion_channel,D00543,3226,hsa:2554,P14867,-4.7555,3408,7534,0.45234934961507833,3407,0,3407,1.0
ion_channel,D00543,3226,hsa:2741,P23415,-4.6457,3905,7534,0.5183169631006106,3904,1,3903,0.9997438524590164
ion_channel,D00543,3226,hsa:2890,P42261,-2.9488,7291,7534,0.9677462171489248,7290,2,7288,0.9997256515775035
ion_channel,D00544,4116,hsa:2554,P14867,-4.1777,2819,7536,0.37407112526539277,2818,0,2818,1.0
ion_channel,D00544,4116,hsa:2741,P23415,-3.9266,4200,7536,0.5573248407643312,4199,1,4198,0.9997618480590617
ion_channel,D00544,4116,hsa:2890,P42261,-2.6219,7273,7536,0.9651008492569002,7272,2,7270,0.9997249724972497
ion_channel,D00545,3763,hsa:2554,P14867,-4.7986,2847,7535,0.3778367617783676,2846,1,2845,0.999648629655657
ion_channel,D00545,3763,hsa:2557,P48169,-4.4072,4615,7535,0.6124751161247511,4614,4,4610,0.99913307325531
ion_channel,D00545,3763,hsa:2558,P31644,-4.4857,4321,7535,0.573457199734572,4320,3,4317,0.9993055555555556
ion_channel,D00545,3763,hsa:2561,P47870,-5.2046,1163,7535,0.15434638354346383,1162,0,1162,1.0
ion_channel,D00545,3763,hsa:2562,P28472,-4.4857,4320,7535,0.5733244857332449,4319,2,4317,0.9995369298448715
ion_channel,D00545,3763,hsa:2563,O14764,-4.3164,4957,7535,0.6578633045786331,4956,6,4950,0.9987893462469734
ion_channel,D00545,3763,hsa:2566,P18507,-4.2414,5258,7535,0.6978102189781021,5257,7,5250,0.9986684420772304
ion_channel,D00545,3763,hsa:2741,P23415,-4.3658,4770,7535,0.6330457863304578,4769,5,4764,0.9989515621723631
ion_channel,D00545,3763,hsa:2890,P42261,-2.9147,7282,7535,0.9664233576642336,7281,8,7273,0.9989012498283203
ion_channel,D00546,42113,hsa:2554,P14867,-4.8649,3075,7519,0.40896395797313473,3074,0,3074,1.0
ion_channel,D00546,42113,hsa:2741,P23415,-4.4182,4949,7519,0.6581992286208272,4948,1,4947,0.9997978981406629
ion_channel,D00546,42113,hsa:2890,P42261,-2.941,7266,7519,0.9663519084984705,7265,2,7263,0.9997247075017206
ion_channel,D00547,5206,hsa:2554,P14867,-5.1615,2565,7573,0.33870328799683086,2564,2,2562,0.999219968798752
ion_channel,D00547,5206,hsa:2557,P48169,-4.771,4107,7573,0.5423214049914169,4106,5,4101,0.9987822698490014
ion_channel,D00547,5206,hsa:2558,P31644,-4.4762,5168,7573,0.6824244024825036,5167,8,5159,0.998451712792723
ion_channel,D00547,5206,hsa:2561,P47870,-5.3018,1955,7573,0.25815396804436813,1954,0,1954,1.0
ion_channel,D00547,5206,hsa:2562,P28472,-4.9118,3549,7573,0.4686385844447379,3548,3,3545,0.9991544532130778
ion_channel,D00547,5206,hsa:2563,O14764,-4.4523,5241,7573,0.6920639112637,5240,9,5231,0.9982824427480916
ion_channel,D00547,5206,hsa:2566,P18507,-4.8485,3815,7573,0.5037633698666315,3814,4,3810,0.9989512323020451
ion_channel,D00547,5206,hsa:2741,P23415,-4.4968,5098,7573,0.6731810378977948,5097,7,5090,0.9986266431234059
ion_channel,D00547,5206,hsa:2742,P23416,-5.2556,2161,7573,0.28535586953651126,2160,1,2159,0.999537037037037
ion_channel,D00547,5206,hsa:2743,P48167,-4.7252,4284,7573,0.5656939125841807,4283,6,4277,0.9985991127714219
ion_channel,D00547,5206,hsa:2890,P42261,-3.088,7280,7573,0.9613099168097188,7279,10,7269,0.9986261849155104
