reranked_rank_1_based,pubchem_cid,ligand_title,uniprot_id,known_target_yamanishi,known_target_bindingdb,known_target_any_supported,hit_value_score,affinity,raw_affinity_rank_1_based,rank_percentile,reverse_rank_percentile,affinity_zscore_within_ligand,affinity_robust_zscore_within_ligand,affinity_gap_to_next_weaker,affinity_gap_to_previous_stronger,total_ranked_uniprots
5407,1794427,ChlorogenicAcid,Q9H9H4,0,0,0,0.0005691226735270571,-6.0136,6510,0.8648864089278597,0.1352464461272751,0.8873523759952425,1.4780304087041427,0.0011999999999998678,0.0,7527
5408,1794427,ChlorogenicAcid,P06881,0,0,0,0.0005678353209113174,-5.565,6914,0.9185598512023383,0.08157300385279664,1.2554342622745716,2.1037801645975724,0.002500000000000391,0.0015999999999998238,7527
5409,1794427,ChlorogenicAcid,Q8IYB5,0,0,0,0.000567666204045665,-6.3243,5911,0.7853062309020858,0.21482662415304898,0.6324191569426624,1.04463662993444,0.00039999999999995595,0.0,7527
5410,1794427,ChlorogenicAcid,Q9NPY3,0,0,0,0.0005675816433141171,-7.1529,3554,0.4721668659492494,0.5279659891058854,-0.047457461361064865,-0.11117310643046435,9.999999999976694e-05,0.0005000000000006111,7527
5411,1794427,ChlorogenicAcid,Q9UK53,0,0,0,0.0005672903777496666,-6.2883,5990,0.7958017802577388,0.2043310747973961,0.661957605239711,1.0948528386106857,0.0002999999999993008,0.00020000000000042206,7527
5412,1794427,ChlorogenicAcid,Q9NPD3,0,0,0,0.0005670908041530643,-7.3314,3119,0.41437491696559053,0.5857579380895443,-0.1939189341672629,-0.36016180778351303,0.000700000000000145,0.0005999999999994898,7527
5413,1794427,ChlorogenicAcid,P84090,0,0,0,0.000566966852917458,-6.1219,6328,0.8407067888933174,0.15942606616181743,0.7984908773682892,1.3269633142697725,0.0,0.00019999999999953388,7527
5414,1794427,ChlorogenicAcid,Q92917,0,0,0,0.0005665624204491253,-4.8079,7264,0.965059120499535,0.03507373455559981,1.8766442402105505,3.1598549309527133,0.004000000000000448,0.0045000000000001705,7527
5415,1794427,ChlorogenicAcid,Q9BUR4,0,0,0,0.0005665503176047441,-7.9261,1784,0.2370134183605686,0.7631194366945662,-0.6818776897854458,-1.1897056772213699,0.0004999999999997229,9.999999999976694e-05,7527
5416,1794427,ChlorogenicAcid,Q7Z6M4,0,0,0,0.0005664832251596744,-7.2865,3228,0.42885611797528894,0.5712767370798459,-0.15707792504122206,-0.2975310364067517,0.00039999999999995595,0.00019999999999953388,7527
5417,1794427,ChlorogenicAcid,Q2TBE0,0,0,0,0.000566423271766949,-7.6332,2416,0.3209778132057925,0.6791550418493424,-0.4415495923908509,-0.7811410238526999,0.000300000000000189,0.00039999999999995595,7527
5418,1794427,ChlorogenicAcid,P01877,0,0,0,0.0005658890380331076,-6.8708,4342,0.5768566493955095,0.4232762056596253,0.1840091015444159,0.2823266843353326,0.00039999999999995595,0.000600000000000378,7527
5419,1794427,ChlorogenicAcid,P39019,0,0,0,0.0005655278852078382,-6.3726,5783,0.7683007838448253,0.23183207121030958,0.5927884054774558,0.9772632166271443,0.001100000000000101,9.999999999976694e-05,7527
5420,1794427,ChlorogenicAcid,Q14587,0,0,0,0.0005652390794552185,-5.7082,6830,0.907400026571011,0.09273282848412379,1.1379368790485358,1.9040312456409547,0.005199999999999427,0.00010000000000065512,7527
5421,1794427,ChlorogenicAcid,Q9H347,0,0,0,0.0005649474759748099,-6.2143,6141,0.8158628935831008,0.184269961472034,0.722675526739199,1.1980750453340778,9.999999999976694e-05,0.0,7527
5422,1794427,ChlorogenicAcid,Q86XN8,0,0,0,0.0005648092439262046,-6.4457,5583,0.7417297728178557,0.25840308223727915,0.5328089451853938,0.8752964151206578,0.00010000000000065512,0.0,7527
5423,1794427,ChlorogenicAcid,Q7Z7E8,0,0,0,0.0005643041852513065,-5.8322,6726,0.8935831008369869,0.10654975421814805,1.036193334914258,1.7310643046449992,0.000600000000000378,0.0011999999999998678,7527
5424,1794427,ChlorogenicAcid,Q15057,0,0,0,0.0005642778390321233,-6.7778,4615,0.613126079447323,0.3870067756078118,0.26031675964512385,0.4120518900822987,0.0004999999999997229,0.000300000000000189,7527
5425,1794427,ChlorogenicAcid,O95999,0,0,0,0.0005638996744328161,-8.6179,722,0.09592134980736017,0.9042115052477747,-1.2495082045603905,-2.154693820616545,0.0005000000000006111,0.00019999999999953388,7527
5426,1794427,ChlorogenicAcid,Q14331,0,0,0,0.0005638233178999078,-5.3266,7053,0.9370267038660821,0.06310615118905272,1.451044430997247,2.436323057609151,0.00039999999999995595,0.000600000000000378,7527
5427,1794427,ChlorogenicAcid,P61604,0,0,0,0.0005635023190691599,-6.6952,4873,0.6474026836721137,0.3527301713830211,0.3280910882377959,0.5272701911005722,9.999999999976694e-05,0.000300000000000189,7527
5428,1794427,ChlorogenicAcid,Q0D2I5,0,0,0,0.0005634852025369122,-5.6313,6881,0.9141756343828883,0.08595722067224654,1.201034286660841,2.011298646952155,0.000700000000000145,0.0002999999999993008,7527
5429,1794427,ChlorogenicAcid,Q15363,0,0,0,0.0005634607271963467,-5.9572,6576,0.8736548425667596,0.1264780124883752,0.9336292783272848,1.556702468963593,0.002000000000000668,0.00039999999999995595,7527
5430,1794427,ChlorogenicAcid,Q9NX24,0,0,0,0.000563323777960731,-8.1272,1442,0.19157698950445065,0.8085558655506841,-0.8468827440225685,-1.4702189984656164,0.0005000000000006111,0.0007999999999999119,7527
5431,1794427,ChlorogenicAcid,Q15404,0,0,0,0.0005630535834429635,-7.241,3325,0.4417430583233692,0.5583897967317657,-0.1197446084435634,-0.23406332821871914,0.0,0.000600000000000378,7527
5432,1794427,ChlorogenicAcid,Q92619,0,0,0,0.0005629426088821904,-4.384,7385,0.9811345821708516,0.01899827288428324,2.2244594689082935,3.7511507881154973,0.000900000000000567,0.008799999999999919,7527
5433,1794427,ChlorogenicAcid,Q15637,0,0,0,0.0005628513672228751,-7.9476,1759,0.23369204198219742,0.7664408130729374,-0.6995187075184057,-1.2196959129585725,0.0018000000000002458,0.00019999999999953388,7527
5434,1794427,ChlorogenicAcid,Q08495,0,0,0,0.0005627918256049033,-6.3299,5897,0.7834462601301979,0.21668659492493691,0.6278242872075658,1.0368252196959127,0.00020000000000042206,0.0005999999999994898,7527
5435,1794427,ChlorogenicAcid,Q9H3F6,0,0,0,0.0005626927907342077,-5.7906,6766,0.8988973030423808,0.10123555201275414,1.0703266529464024,1.7890919235597709,0.0008000000000008001,0.0038000000000000256,7527
5436,1794427,ChlorogenicAcid,P68036,0,0,0,0.000562490943951552,-6.4541,5560,0.7386741065497542,0.26145874850538064,0.5259166405827492,0.8635792997628674,0.0005000000000006111,0.0004999999999997229,7527
5437,1794427,ChlorogenicAcid,O15492,0,0,0,0.0005619151419702479,-6.5683,5243,0.6965590540720075,0.30357380098312736,0.432214118484891,0.7042823266843357,0.000300000000000189,9.999999999976694e-05,7527
5438,1794427,ChlorogenicAcid,Q9NVP2,0,0,0,0.0005612986188935357,-6.3558,5827,0.7741464062707586,0.22598644878437624,0.6065730146827449,1.0006974473427253,0.000300000000000189,0.0,7527
5439,1794427,ChlorogenicAcid,Q96CX2,0,0,0,0.0005612287016663821,-5.7205,6820,0.9060714760196625,0.09406137903547229,1.127844575880377,1.8868740410099034,0.000900000000000567,0.0004999999999997229,7527
5440,1794427,ChlorogenicAcid,P57105,0,0,0,0.0005611773598769304,-6.9101,4241,0.5634382888268898,0.436694566228245,0.15176296215347165,0.22750732319709868,0.0,0.0007999999999999119,7527
5441,1794427,ChlorogenicAcid,A0A0C4DH41,0,0,0,0.0005608509164244917,-6.7349,4751,0.6311943669456623,0.3689384881094726,0.29551674386577337,0.4718928720881578,0.0,0.00020000000000042206,7527
5442,1794427,ChlorogenicAcid,Q12988,0,0,0,0.0005607706201412569,-6.6997,4860,0.6456755679553607,0.3544572870997742,0.3243987822006647,0.5209931650160413,0.00020000000000042206,9.999999999976694e-05,7527
5443,1794427,ChlorogenicAcid,Q96DR7,0,0,0,0.0005605888547894565,-4.9476,7219,0.9590806430184668,0.04105221203666798,1.7620186505689492,2.9649881433951735,0.0062000000000006494,9.999999999976694e-05,7527
5444,1794427,ChlorogenicAcid,P15036,0,0,0,0.0005605663459586191,-6.5834,5209,0.6920419821974226,0.3080908728577122,0.4198243804491844,0.6832194169340213,0.000600000000000378,9.999999999976694e-05,7527
5445,1794427,ChlorogenicAcid,Q03692,0,0,0,0.0005604546193784232,-6.2886,5987,0.7954032150923342,0.20472963996280058,0.6617114515039021,1.09443437020505,0.0,0.00020000000000042206,7527
5446,1794427,ChlorogenicAcid,Q9NS69,0,0,0,0.0005603670567118414,-6.587,5195,0.6901820114255347,0.3099508436296001,0.4168705356194799,0.6781977960663974,0.0002999999999993008,0.002500000000000391,7527
5447,1794427,ChlorogenicAcid,Q9Y5A7,0,0,0,0.0005602969315090311,-6.1805,6210,0.8250298923874053,0.1751029626677295,0.750408847640316,1.245222485702329,0.00010000000000065512,9.999999999976694e-05,7527
5448,1794427,ChlorogenicAcid,Q96DA0,0,0,0,0.0005597326020830113,-6.1176,6338,0.8420353394446659,0.15809751561046903,0.8020190809148808,1.3329613614172127,0.001000000000000334,0.0,7527
5449,1794427,ChlorogenicAcid,O43566,0,0,0,0.0005595540958311081,-5.9355,6603,0.8772419290554005,0.12289092599973428,0.9514343985507834,1.5869716836378853,0.00140000000000029,0.0020999999999995467,7527
5450,1794427,ChlorogenicAcid,Q9Y294,0,0,0,0.0005595312205393124,-7.0346,3871,0.5142819184269961,0.4858509366281387,0.04960916179284619,0.053842934858417846,0.000300000000000189,0.00019999999999953388,7527
5451,1794427,ChlorogenicAcid,Q9NSI6,0,0,0,0.0005595025222457279,-7.7014,2256,0.29972100438421684,0.700411850670918,-0.4975085416647027,-0.8762728414004739,0.00019999999999953388,0.00020000000000042206,7527
5452,1794427,ChlorogenicAcid,Q969M7,0,0,0,0.0005589395143011051,-6.469,5518,0.7330941942340906,0.2670386608210442,0.513691005037582,0.8427953689496439,0.000600000000000378,0.00019999999999953388,7527
5453,1794427,ChlorogenicAcid,Q9UHD0,0,0,0,0.0005588251958834423,-6.7895,4585,0.6091404277932775,0.39099242726185734,0.250716763948583,0.39573162226251873,0.00010000000000065512,0.00019999999999953388,7527
5454,1794427,ChlorogenicAcid,P13501,0,0,0,0.000558810229490536,-7.4397,2837,0.3769097914175634,0.6232230636375714,-0.28278043279421633,-0.511228902217883,9.999999999976694e-05,0.0015999999999998238,7527
5455,1794427,ChlorogenicAcid,Q8NI27,0,0,0,0.00055875693941606,-6.8791,4319,0.573800983127408,0.4263318719277268,0.17719884818704074,0.270749058446087,0.000300000000000189,0.00039999999999995595,7527
5456,1794427,ChlorogenicAcid,P30050,0,0,0,0.0005587422701482471,-7.2838,3239,0.4303175235817723,0.5698153314733625,-0.15486254141894348,-0.29376482075603344,0.000300000000000189,0.0002999999999993008,7527
5457,1794427,ChlorogenicAcid,Q9Y2W7,0,0,0,0.0005587316157882214,-6.6183,5112,0.6791550418493424,0.32097781320579244,0.3911884958501019,0.6345375924117734,0.0008999999999996788,0.000900000000000567,7527
5458,1794427,ChlorogenicAcid,O15504,0,0,0,0.0005586080841785229,-6.4706,5514,0.7325627740135512,0.26757008104158364,0.5123781851132689,0.8405635374529222,0.0004999999999997229,0.00019999999999953388,7527
5459,1794427,ChlorogenicAcid,O95425,0,0,0,0.0005585549326497289,-6.3776,5771,0.7667065231832071,0.23342633187192774,0.5886858432139769,0.9702887431998882,0.00039999999999995595,0.0004999999999997229,7527
5460,1794427,ChlorogenicAcid,Q9H2S9,0,0,0,0.0005584507904824994,-5.3545,7033,0.9343696027633851,0.06576325229174973,1.4281521335670349,2.3974054958850615,0.00019999999999953388,0.0033000000000003027,7527
5461,1794427,ChlorogenicAcid,Q02080,0,0,0,0.0005583055313975732,-6.422,5656,0.7514281918426996,0.24870466321243523,0.5522550903142844,0.9083554191658535,0.0015000000000000568,0.0,7527
5462,1794427,ChlorogenicAcid,P07316,0,0,0,0.0005582142982305617,-7.0236,3905,0.5187989903015809,0.4813338647535539,0.05863479877249992,0.06918677639838175,9.999999999976694e-05,0.00039999999999995595,7527
5463,1794427,ChlorogenicAcid,Q8WV92,0,0,0,0.0005579953486536999,-7.64,2399,0.3187192772685001,0.6814135777866348,-0.4471290770691816,-0.7906263077137674,0.0,0.0007999999999999119,7527
5464,1794427,ChlorogenicAcid,Q00059,0,0,0,0.0005576940013287181,-6.235,6094,0.809618705991763,0.19051414906337183,0.7056909189683958,1.1692007253452361,0.00010000000000065512,9.999999999976694e-05,7527
5465,1794427,ChlorogenicAcid,Q96C24,0,0,0,0.0005570701038727895,-6.4792,5493,0.7297728178557195,0.2703600371994155,0.5053217780200856,0.8285674431580421,0.0013999999999994017,0.000300000000000189,7527
5466,1794427,ChlorogenicAcid,Q15652,0,0,0,0.0005570155237559011,-9.0264,315,0.04184934236747708,0.9582835126876578,-1.5846875414866186,-2.72450829962338,0.001100000000000989,0.0004999999999988347,7527
5467,1794427,ChlorogenicAcid,P61026,0,0,0,0.0005566553971608519,-7.1606,3536,0.4697754749568221,0.5303573800983128,-0.05377540724682226,-0.12191379550843871,9.999999999976694e-05,0.000300000000000189,7527
5468,1794427,ChlorogenicAcid,Q15648,0,0,0,0.00055664042651915,-8.8295,480,0.06377042646472698,0.9363624285904079,-1.4231286395508176,-2.4498535360580274,0.0,0.002000000000000668,7527
5469,1794427,ChlorogenicAcid,P43363,0,0,0,0.0005560146627137313,-4.4628,7369,0.979008901288694,0.02112395376644083,2.1598030876358663,3.64123308690194,0.009399999999999409,0.0005000000000006111,7527
5470,1794427,ChlorogenicAcid,P23771,0,0,0,0.0005559585669584198,-7.523,2651,0.3521987511624817,0.6479341038926532,-0.3511291201037748,-0.6274236295159713,0.00039999999999995595,0.00020000000000042206,7527
5471,1794427,ChlorogenicAcid,Q8WYA1,0,0,0,0.0005559299579566704,-6.2049,6161,0.8185199946857978,0.1816128603693371,0.7303883437945389,1.2111870553773187,0.00020000000000042206,0.00019999999999953388,7527
5472,1794427,ChlorogenicAcid,P26842,0,0,0,0.0005551654339043769,-6.6119,5125,0.6808821575660954,0.31925069748903945,0.3964397755473544,0.6434649183986605,0.00039999999999995595,0.0006999999999992568,7527
5473,1794427,ChlorogenicAcid,Q9Y5Z4,0,0,0,0.0005548553559902204,-7.0789,3750,0.49820645675567954,0.5019263982994553,0.013260460138423094,-0.00795089970707217,0.000300000000000189,0.00020000000000042206,7527
5474,1794427,ChlorogenicAcid,O43612,0,0,0,0.0005544981208145126,-4.6466,7322,0.9727647136973562,0.027368141357778653,2.0089928988303805,3.3848514437159998,0.011400000000000077,0.005300000000000082,7527
5475,1794427,ChlorogenicAcid,Q9Y4K1,0,0,0,0.0005540087005137329,-6.5679,5245,0.6968247641822771,0.3033080908728577,0.4325423234659693,0.7048402845585161,0.0007999999999999119,9.999999999976694e-05,7527
5476,1794427,ChlorogenicAcid,Q86WR0,0,0,0,0.0005538352362226753,-6.8187,4493,0.5969177627208715,0.40321509233426334,0.2267578003298665,0.355000697447343,0.0,0.0,7527
5477,1794427,ChlorogenicAcid,O14529,0,0,0,0.0005537680327542669,-6.2344,6098,0.8101501262123024,0.18998272884283252,0.7061832264400135,1.1700376621565074,0.00019999999999953388,0.00039999999999995595,7527
5478,1794427,ChlorogenicAcid,Q99741,0,0,0,0.0005535923598416027,-7.7269,2206,0.2930782516274744,0.7070546034276604,-0.5184316092084453,-0.9118426558794809,0.0,0.00020000000000042206,7527
5479,1794427,ChlorogenicAcid,Q14186,0,0,0,0.0005535407951953063,-6.7815,4607,0.6120632390062442,0.3880696160488907,0.2572808635701493,0.4068907797461287,0.00020000000000042206,0.0004999999999997229,7527
5480,1794427,ChlorogenicAcid,P30304,0,0,0,0.0005535154027679779,-7.0264,3900,0.5181347150259067,0.48199814002922814,0.056337363904951976,0.06528107127911868,9.999999999976694e-05,0.000600000000000378,7527
5481,1794427,ChlorogenicAcid,Q9BQS8,0,0,0,0.0005528965433666008,-7.4044,2916,0.3874053407732164,0.6127275142819184,-0.25381634321405483,-0.46198911982145346,0.00019999999999953388,0.0004999999999997229,7527
5482,1794427,ChlorogenicAcid,P98082,0,0,0,0.0005526607834603189,-6.8534,4396,0.5840308223727912,0.4161020326823436,0.1982860182213228,0.30659785186218474,0.00019999999999953388,0.001100000000000101,7527
5483,1794427,ChlorogenicAcid,Q9H4I9,0,0,0,0.0005523344513632725,-5.2262,7092,0.9422080510163412,0.05792480403879363,1.5334238812479035,2.576370484028456,0.000600000000000378,0.0002999999999993008,7527
5484,1794427,ChlorogenicAcid,O43674,0,0,0,0.0005521214873674538,-6.1416,6283,0.8347283114122492,0.1654045436428856,0.782326782050182,1.2994838889663827,0.000300000000000189,0.0007999999999999119,7527
5485,1794427,ChlorogenicAcid,P28072,0,0,0,0.0005517817443228286,-6.6524,5008,0.6653381161153182,0.3347947389398167,0.3632090212131753,0.5869716836378852,0.0,0.0,7527
5486,1794427,ChlorogenicAcid,Q7Z3T8,0,0,0,0.0005512668827819333,-5.7995,6759,0.8979673176564368,0.10216553739869805,1.0630240921174103,1.7766773608592552,0.000300000000000189,0.000300000000000189,7527
5487,1794427,ChlorogenicAcid,Q00613,0,0,0,0.0005512423241459421,-6.1306,6306,0.8377839776803507,0.1623488773747841,0.7913524190298357,1.3148277305063465,0.0007999999999999119,0.0007999999999999119,7527
5488,1794427,ChlorogenicAcid,P63241,0,0,0,0.0005511920411321935,-6.6441,5033,0.6686594924936894,0.33147336256144544,0.37001927457055045,0.5985493095271308,0.00039999999999995595,0.00140000000000029,7527
5489,1794427,ChlorogenicAcid,P78347,0,0,0,0.0005510159287927165,-6.3064,5955,0.7911518533280192,0.20898100172711576,0.647106329845917,1.0696052448040174,0.001000000000000334,0.00039999999999995595,7527
5490,1794427,ChlorogenicAcid,Q9NZL4,0,0,0,0.0005508800199908049,-7.6632,2349,0.31207652451175766,0.6880563305433771,-0.4661649659717239,-0.8229878644162365,0.0009999999999994458,0.0005000000000006111,7527
5491,1794427,ChlorogenicAcid,Q13217,0,0,0,0.0005507334941111563,-6.3512,5835,0.7752092467118374,0.2249236083432975,0.6103473719651454,1.0071139628958008,0.00010000000000065512,0.0002999999999993008,7527
5492,1794427,ChlorogenicAcid,Q9BU64,0,0,0,0.0005506855287706141,-6.1069,6357,0.844559585492228,0.15557326956290685,0.8107985641587256,1.3478867345515408,0.001100000000000101,0.0005999999999994898,7527
5493,1794427,ChlorogenicAcid,Q8IX03,0,0,0,0.0005499131831256929,-6.7655,4658,0.6188388468181214,0.3812940082370134,0.2704090628132818,0.4292090947133487,0.000300000000000189,0.0002999999999993008,7527
5494,1794427,ChlorogenicAcid,Q8NFH5,0,0,0,0.0005498217268997646,-6.5896,5193,0.689916301315265,0.3102165537398698,0.4147372032424707,0.6745710698842239,9.999999999976694e-05,0.00020000000000042206,7527
5495,1794427,ChlorogenicAcid,Q8N668,0,0,0,0.0005497898500138199,-6.8944,4282,0.5688853460874186,0.43124750896771624,0.16464500766079532,0.24940716975868304,9.999999999976694e-05,9.999999999976694e-05,7527
5496,1794427,ChlorogenicAcid,A0A584,0,0,0,0.0005496058115103628,-7.2523,3300,0.43842168194499803,0.5617111731101369,-0.12901639915902602,-0.2498256381643187,0.0,0.001100000000000101,7527
5497,1794427,ChlorogenicAcid,P25787,0,0,0,0.0005493127746160419,-7.0195,3923,0.5211903812940082,0.47894247376112664,0.06199889982855282,0.07490584460873216,0.0004999999999997229,0.00039999999999995595,7527
5498,1794427,ChlorogenicAcid,P24593,0,0,0,0.0005493026240421309,-6.695,4875,0.6476683937823834,0.35246446127275144,0.3282551907283347,0.5275491700376618,0.000300000000000189,9.999999999976694e-05,7527
5499,1794427,ChlorogenicAcid,Q969H4,0,0,0,0.0005492530042874758,-6.1206,6332,0.8412382091138568,0.1588946459412781,0.7995575435567941,1.32877667736086,0.0008999999999996788,0.00010000000000065512,7527
5500,1794427,ChlorogenicAcid,Q9HD33,0,0,0,0.0005483582033700553,-7.1348,3594,0.4774810681546433,0.5226517869004916,-0.032606185967271516,-0.08592551262379737,0.0007999999999999119,0.00039999999999995595,7527
5501,1794427,ChlorogenicAcid,P36954,0,0,0,0.0005469570669063743,-6.6481,5026,0.6677295071077455,0.33240334794738935,0.36673722475976694,0.5929697307853252,0.0005000000000006111,0.0002999999999993008,7527
5502,1794427,ChlorogenicAcid,O95365,0,0,0,0.0005467444990139939,-6.6356,5052,0.6711837385412515,0.32894911651388337,0.3769936304184644,0.6104059143534661,0.00020000000000042206,0.00019999999999953388,7527
5503,1794427,ChlorogenicAcid,Q96AZ6,0,0,0,0.0005465133384387409,-8.0941,1497,0.19888401753686727,0.8012488375182676,-0.8197237818383372,-1.4240479843771787,0.0005999999999986017,0.0,7527
5504,1794427,ChlorogenicAcid,P14784,0,0,0,0.000546395279778128,-6.436,5618,0.7463796997475753,0.2537531553075595,0.5407679159765433,0.8888268935695356,0.000300000000000189,0.000300000000000189,7527
5505,1794427,ChlorogenicAcid,Q9ULW0,0,0,0,0.0005452214006548801,-8.358,1077,0.14308489438023117,0.8570479606749037,-1.036257018104756,-1.792160691867765,0.0,0.0,7527
5506,1794427,ChlorogenicAcid,P01106,0,0,0,0.0005451030242291993,-6.9315,4179,0.5552012754085293,0.44493157964660557,0.13420399566578195,0.19765657692844216,0.0,0.001300000000000523,7527
5507,1794427,ChlorogenicAcid,Q7Z4S6,0,0,0,0.0005450278741891104,-7.9638,1726,0.22930782516274745,0.7708250298923874,-0.7128110092520771,-1.2422932068628822,0.000600000000000378,0.0019999999999997797,7527
5508,1794427,ChlorogenicAcid,P63244,0,0,0,0.000544997476102713,-8.0125,1641,0.21801514547628537,0.7821177095788494,-0.7527699656983612,-1.310224578044357,0.0004999999999988347,0.00020000000000131024,7527
5509,1794427,ChlorogenicAcid,P02689,0,0,0,0.0005447789061462426,-8.8814,434,0.05765909392852398,0.9424737611266109,-1.4657132358457288,-2.522248570232947,0.0015000000000000568,0.00020000000000131024,7527
5510,1794427,ChlorogenicAcid,P26038,0,0,0,0.0005441607807991919,-7.6338,2414,0.3207121030955228,0.679420751959612,-0.44204189986246795,-0.78197796066397,0.00019999999999953388,0.000600000000000378,7527
5511,1794427,ChlorogenicAcid,Q4FZB7,0,0,0,0.000544011262523855,-8.7497,566,0.0751959612063239,0.924936893848811,-1.357651745825695,-2.3385409401590196,0.002000000000000668,0.00039999999999906777,7527
5512,1794427,ChlorogenicAcid,P78358,0,0,0,0.0005434284491322884,-3.6319,7473,0.9928258270227183,0.007307028032416674,2.8415668845807938,4.800251081043382,0.011099999999999888,0.0047999999999999154,7527
5513,1794427,ChlorogenicAcid,Q0VGL1,0,0,0,0.0005431267262306818,-6.137,6292,0.8359240069084629,0.16420884814667203,0.7861011393325833,1.3059004045194595,0.0,0.00010000000000065512,7527
5514,1794427,ChlorogenicAcid,P20849,0,0,0,0.0005430290017751369,-7.1762,3494,0.4641955626411585,0.5359372924139764,-0.06657540150887656,-0.14367415260147828,0.0012999999999996348,0.0015000000000000568,7527
5515,1794427,ChlorogenicAcid,Q7Z3K3,0,0,0,0.0005429034718220648,-6.5645,5254,0.6980204596784908,0.302112395376644,0.435332065805135,0.7095829264890504,0.0008999999999996788,0.00010000000000065512,7527
5516,1794427,ChlorogenicAcid,O14924,0,0,0,0.0005427966772998998,-6.3532,5831,0.774677826491298,0.2254550285638368,0.608706347059754,1.0043241735248987,0.0,0.000300000000000189,7527
5517,1794427,ChlorogenicAcid,P01185,0,0,0,0.0005423605720607653,-4.6966,7300,0.9698419024843895,0.030290952570745322,1.9679672761955915,3.3151067094434374,0.00039999999999995595,0.01529999999999987,7527
5518,1794427,ChlorogenicAcid,P35251,0,0,0,0.0005422251120874925,-8.8034,505,0.06709180284309818,0.9330410522120367,-1.401713264535458,-2.4134467847677503,0.002200000000000202,0.0015000000000000568,7527
5519,1794427,ChlorogenicAcid,Q13464,0,0,0,0.000542000155805431,-8.4618,929,0.12342234622027368,0.8767105088348611,-1.121426210694578,-1.9369507602176044,9.999999999976694e-05,0.0002999999999993008,7527
5520,1794427,ChlorogenicAcid,Q8IYK8,0,0,0,0.0005419755960920941,-7.2887,3219,0.4276604224790753,0.5724724325760595,-0.15888305243715295,-0.30059980471474473,0.000300000000000189,0.0005999999999994898,7527
5521,1794427,ChlorogenicAcid,Q96FZ2,0,0,0,0.000541959302981924,-6.5231,5355,0.7114388202471104,0.28869403480802447,0.46930128134674004,0.7673315664667313,0.00010000000000065512,0.0002999999999993008,7527
5522,1794427,ChlorogenicAcid,P38398,0,0,0,0.0005413118481052956,-7.4016,2927,0.38886674637969976,0.6112661086754352,-0.25151890834650686,-0.45808341470219044,0.0,0.00039999999999995595,7527
5523,1794427,ChlorogenicAcid,Q99581,0,0,0,0.0005408989205144584,-6.0788,6407,0.8512023382489704,0.14893051680616443,0.8338549640794775,1.3870832752127213,0.00039999999999995595,9.999999999976694e-05,7527
5524,1794427,ChlorogenicAcid,O75593,0,0,0,0.0005406725236464767,-6.2045,6164,0.8189185598512023,0.1812142952039325,0.7307165487756171,1.211745013251499,0.00010000000000065512,9.999999999976694e-05,7527
5525,1794427,ChlorogenicAcid,Q6NZ36,0,0,0,0.0005406454640491322,-6.3406,5861,0.7786634781453434,0.2214693769097914,0.6190448039637209,1.0218998465615843,0.0,0.000300000000000189,7527
5526,1794427,ChlorogenicAcid,Q8TE68,0,0,0,0.0005401737913700271,-7.0317,3881,0.5156104689783446,0.4845223860767902,0.05198864790566425,0.05788812944622695,9.999999999976694e-05,0.000700000000000145,7527
5527,1794427,ChlorogenicAcid,P26718,0,0,0,0.0005395911819344781,-6.1089,6354,0.8441610203268234,0.15597183472831144,0.8091575392533343,1.3450969451806387,0.0007999999999999119,0.0004999999999997229,7527
5528,1794427,ChlorogenicAcid,O95793,0,0,0,0.0005390619597848579,-6.8788,4321,0.5740666932376777,0.42606616181745716,0.17744500192284962,0.27116752685172263,0.00020000000000042206,0.0,7527
5529,1794427,ChlorogenicAcid,Q9Y4H2,0,0,0,0.0005385302267072355,-3.8609,7455,0.9904344360302909,0.009698419024843918,2.653669532913459,4.480820198075046,0.006899999999999906,0.03819999999999979,7527
5530,1794427,ChlorogenicAcid,Q86W56,0,0,0,0.0005381643851419324,-7.831,1977,0.26265444400159427,0.7374784110535406,-0.6038469555340771,-1.0570511926349568,0.00010000000000065512,0.0,7527
5531,1794427,ChlorogenicAcid,Q9UQK1,0,0,0,0.0005380774084327588,-6.5245,5349,0.7106416899163013,0.28949116513883355,0.46815256391296645,0.7653787139071004,9.999999999976694e-05,0.0,7527
5532,1794427,ChlorogenicAcid,Q58WW2,0,0,0,0.0005380545297305682,-4.478,7363,0.9782117709578849,0.02192108409724991,2.1473312983548904,3.620030687683081,0.0036999999999993705,0.00140000000000029,7527
5533,1794427,ChlorogenicAcid,Q9P107,0,0,0,0.0005378675027120926,-6.2734,6022,0.8000531420220539,0.20007971303308092,0.6741832407848781,1.115636769423909,9.999999999976694e-05,0.00020000000000042206,7527
5534,1794427,ChlorogenicAcid,P55008,0,0,0,0.0005378345323302094,-6.8823,4312,0.5728709977414641,0.42726185731367083,0.1745732083384145,0.26628539545264346,0.00039999999999995595,0.0004999999999997229,7527
5535,1794427,ChlorogenicAcid,Q8NEZ4,0,0,0,0.000537544280845839,-7.5871,2508,0.3332004782781985,0.6669323767769364,-0.40372396832157514,-0.7168363788533973,0.000600000000000378,0.0005999999999994898,7527
5536,1794427,ChlorogenicAcid,Q86YC2,0,0,0,0.000537519586883467,-7.7312,2194,0.29148399096585625,0.7086488640892785,-0.5219598127550377,-0.9178407030269221,0.00020000000000042206,0.0002999999999993008,7527
